竹田駅5番出口（定期利用区画1）,民営,地下鉄烏丸線,竹田,075-606-1825,伏見区竹田向畑町,135,,30,,,,,,,月極のみ　【自転車】月2700円【原付】4000円,,有,0:00,0:00,,135.7563509,34.95438776
鞍馬口ポート,民営,地下鉄烏丸線,鞍馬口,075-441-3995,上京区烏丸通鞍馬口下ル東入ル上御霊中町,80,,20,,,,,,,月極のみ　,,有,0:00,0:00,,135.7597836,35.03716383
くるっとパーク四条柳馬場駐輪場,民営,地下鉄烏丸線,四条,075−361−7431,中京区柳馬場通四条上る瀬戸屋町473番2,40,,,,,200,,,,,,無,0:00,0:00,0時を過ぎると料金加算,135.7639113,35.0042994
エコステーション21京阪六地蔵駅前第二,民営,京阪線,六地蔵,0120−923−521,京阪六地蔵駅北側,54,,,,,100,,,,,入庫後30分,無,0:00,0:00,,135.7932743,34.93206589
富小路六角自転車駐車場,民営,地下鉄東西線,京都市役所前,075−255−9737,中京区六角通柳馬場東入る大黒町81番地,464,66,,,,150,250,350,250,,入庫後1時間,無,0:00,0:00,,135.7649924,35.00725695
フルーツ自転車パーク地下鉄四条駅,民営,地下鉄／阪急,四条／烏丸,0120-162-088,下京区新町通綾小路下る船鉾町382番,36,,,,,200,,,,12時間毎100円,,無,0:00,0:00,,135.7562878,35.00213974
エコステーション21藤森駅前,民営,京阪線,藤森,0120−923−521,伏見区深草堀田町,99,,,,,150,,,,,入庫後1時間,無,0:00,0:00,,135.77027,34.95653033
御池通まちかど駐輪場（河原町エリア）,民営,地下鉄東西線,京都市役所前,0120−923−521,河原町御池交差点付近,208,,,,,,,,,3Ｈまで100円，以降2Ｈ毎50円,入庫後30分,無,0:00,0:00,,135.7696334,35.01079953
京都市小野駅自転車等駐車場,公営,地下鉄東西線,小野,075−573−0371,山科区小野鐘附田町120番地の2,450,,15,,,150,250,,,月極　自転車：月2700円（障害者等・学生月2500円），原付：月4500円,,有,5:00,1:00,,135.812329,34.96129746
阪急洛西口駅駐輪センター,民営,阪急線,洛西口,075−391−6681,西京区川島六ノ坪町,514,,152,,,150,300,,,,,有,0:00,0:00,,135.7034295,34.96426992
向島ニュータウン（南）自転車駐車場,民営,近鉄線,向島,075−621−0801,伏見区向島二ノ丸町,695,30,,,,,,,,月極のみ,,有,5:00,1:00,,135.7702432,34.91490682
京都市西大路駅北自転車駐車場,公営,JR線,西大路,0800−3333−321,南区吉祥院西ノ庄門口町29番地,200,,,,,,,,,月極のみ　月2700円（障害者等・学生月2500円）,,有,4:30,1:00,,135.7321519,34.98177743
フルーツ自転車パーク丸太町駅,民営,地下鉄烏丸線,丸太町,0120-162-088,中京区丸太町通東洞院東入関東屋町673,59,,,,,100,,,,,,無,0:00,0:00,,135.7613521,35.0172937
システムパーク大手筋駐輪場第2,民営,京阪線,伏見桃山,0776−30−1800,伏見区新町5−487,5,18,,,,,,,,【自転車】12H100円　【バイク】12H200円,入庫後1時間,無,0:00,0:00,,135.7634086,34.9337806
竹田駅前24時間駐輪場,民営,地下鉄烏丸線,竹田,0798-69-3720,伏見区竹田樋ノ井町18-26,103,,,,,100,,,,,,無,0:00,0:00,,135.7573415,34.95618214
京都市桂川駅西自転車等駐車場,公営,JR線,桂川,0800−3333−321,南区久世高田町126番地,560,,440,,,150,250,,,月極　月2700円（障害者等・学生月2500円）,,有,4:30,1:30,,135.709013,34.96455812
京都市御陵駅南自転車駐車場,公営,地下鉄東西線,御陵,075−591−2665,山科区御陵鴨戸町51番地の7,200,,,,,150,,,,月極　自転車：月2700円（障害者等・学生月2500円）,,有,5:00,1:00,,135.8021874,34.99573842
第2シバウラ駐輪場,民営,阪急線,西院,075−313−0999,左京区西院西三蔵町,35,35,,,,,,,,月極のみ,,有,0:00,0:00,,135.7310644,35.00233127
T-park東塩小路町,民営,近鉄・地下鉄・JR,京都,075-693-5761,下京区東洞院七条下る東塩小路町556番4,,,,,37,300,300,300,,,,無,0:00,0:00,,135.7620165,34.9868511
京都駅八条口東自転車駐車場,公営,近鉄・地下鉄・JR,京都,0120-923-521,南区東九条西山王町,204,,,,,,,,,月極のみ　月2700円（障害者等・学生月2500円）,,有,0:00,0:00,,135.7602094,34.98435694
八幡前駅駐輪場,民営,叡山電鉄線,八幡前,075−781−5121,左京区岩倉三宅町,60,,,,,無料,,,,,,無,0:00,0:00,原付も可,135.7922808,35.06655469
市原駅駐輪場,民営,叡山電鉄線,市原,075−781−5121,左京区静市市原町,20,,,,,無料,,,,,,無,0:00,0:00,原付も可,135.7629695,35.08851948
新京極公園自転車駐車場,民営,阪急線,河原町,075-255-1511,中京区裏寺町538−9,108,,,,,,,,,月極のみ　月2500円,,有,0:00,0:00,,135.767829,35.00489516
西大路駅自転車駐車場,民営,JR線,西大路,075−662−3388,南区唐橋西平垣町7番地の3,930,70,,,,150,250,,250,,,有,4:30,1:30,,135.7320874,34.98022225
エコステーション21　パセオ・ダイゴロー東館アルプラザ,民営,地下鉄東西線,醍醐,0120−923−521,伏見区醍醐高畑町1−37,300,,135,,,350,,400,,【自転車】8Ｈまで150円，以降8Ｈ毎100円，【バイク】8Ｈ200円，以降8Ｈ毎100円,入庫後2時間30分,無,0:00,0:00,,135.8111729,34.95213338
京都市嵐山観光駐車場,公営,JR線,嵯峨嵐山,075−361−7431,右京区嵯峨天竜寺造路町31番地の1,10,5,,,,200,,400,,【自動二輪】1日400円,,無,8:00,17:00,,135.6799574,35.01384736
京都市西京極自転車駐車場,公営,阪急線,西京極,0800−3333−321,右京区西京極西大丸町80番地,780,,,,,150,,,,月極　月2700円（障害者等・学生月2500円）,,有,4:30,1:30,,135.718963,34.99316755
エイワバイクプール,民営,近鉄線,丹波橋,075−602−1644,伏見区桃山井伊掃部西町,100,,,,,,,,,月極のみ,,有,0:00,0:00,,135.7654804,34.94040258
北大路駅東駐車場,民営,地下鉄烏丸線,北大路,075-724-9198,北区小山上総町,,60,,,,,300,400,,,,無,5:00,0:00,,135.7588742,35.04504145
サイクルパーク　東福寺,民営,JR線,東福寺,075−925−1191,東山区本町14丁目225−8　東福寺駅南側,,,17,,,,,,,月極のみ　【原付】5000/月　※契約時のみネームプレート代3000円,,有,0:00,0:00,,135.7701821,34.98025057
京都市嵯峨嵐山駅自転車駐車場,公営,JR線,トロッコ嵯峨,0800−3333−321,右京区嵯峨天龍寺広道町20番地の7,383,,,,,150,,,,月極　月2700円（障害者等・学生月2500円）,,有,5:00,1:00,,135.681624,35.01894327
京都市高速鉄道北山駅自転車駐車場,公営,地下鉄烏丸線,北山,075-711-9690,左京区下鴨半木町1番地の23,600,,,,,150,,,,月極　自転車：月2500円（障害者等・学生月2000円）,,有,5:00,0:30,,135.7652075,35.05113055
京都市西大路御池駅自転車等駐車場,公営,地下鉄東西線,西大路御池,075−811−1119,中京区西ノ京下合町38番地の4,384,,51,,,150,250,,,月極　月2700円（障害者等・学生月2500円），原付：月4500円,,有,5:00,1:00,,135.7323078,35.01021397
京都市御陵駅北自転車等駐車場,公営,地下鉄東西線,御陵,075−591−2665,山科区御陵原西町12番地の12,75,,25,,,,,,,月極のみ　【自転車】2700円（障害者等・学生月2500円）），原付：月4500円,,有,5:00,1:00,,135.802651,34.99573842
芦刈バイク駐輪,民営,地下鉄／阪急,四条／烏丸,075-351-2163,下京区綾小路通西洞院西入る芦刈山町126,15,,19,21,,200,500,600,500,125cc以下1日500円，125cc超1日600円,,有,7:30,21:30,ただし，月極は24時間,135.7544104,35.00252216
ECOPOOL七条東,民営,京阪線,七条,0120−3566−21,東山区一橋宮ノ内町,85,,,,,,,,,月極のみ　1ヶ月2700円,,有,0:00,0:00,,135.7684777,34.98763234
京阪丹波橋駅前24時間駐輪場,民営,京阪線,丹波橋,090−4761−4627,伏見区京町南八丁目118番6,86,,,,,100,,,,,,無,0:00,0:00,,135.764582,34.9398924
フルーツ自転車パーク近鉄桃山御陵前,民営,近鉄線,桃山御陵前,0120-162-088,伏見区道阿弥町138番4,83,,,,,200,,,,12H100円，以降6H毎50円,,無,0:00,0:00,,135.7660126,34.9324393
ＪＲＥＣ出町柳　月極駐輪場,民営,京阪線・叡山電鉄,出町柳,075-781-1111,左京区下賀茂宮河町49番,1,2,,,,,,,,・月極のみ　【自転車】5000円，【原付】6000円，【自動二輪】7000円（全て税別）・保証金１ヶ月分＋手数料１ヶ月分が別途必要（契約時のみ） ,,有,0:00,0:00,自転車3台もしくは原付3台でも可,135.77269,35.032596
エコステーション21藤森西,民営,京阪線,藤森,0120−923−521,伏見区深草堀田町,108,,36,,,150,300,,,,入庫後1時間,無,0:00,0:00,,135.769932,34.95651988
エコステーション21 東塩小路町,民営,近鉄・地下鉄・JR,京都,0120-923-521,下京区烏丸通七条下る東塩小路町707番2,61,,7,1,,300,750,1050,,【自転車】8時間毎100円，【原付】8時間毎250円，【自動二輪】8時間毎350円 ,入庫後1時間,無,0:00,0:00,,135.759463,34.988829
山科駅前24時間駐輪場,民営,地下鉄東西線,山科,0798−69−3720,山科区安朱中溝町14番1,178,,25,,,100,150,,,,,無,0:00,0:00,,135.8180955,34.99236468
フルーツ自転車パーク烏丸御池駅第２,民営,地下鉄烏丸線,烏丸御池,0120-162-088,中京区新町通三条下る三条町329番,52,,,,,100,,,,24時間毎100円,,無,0:00,0:00,,135.7566785,35.00823057
梅小路公園大宮南口自転車駐車場,民営,近鉄・地下鉄・JR,京都,075−321−7776,下京区観喜寺町５６-３,76,,,,,150,,,,,入庫後3時間,無,0:00,0:00,,135.748897,34.9858305
COCON烏丸駐輪場,民営,地下鉄／阪急,四条／烏丸,075−255−0549,下京区烏丸通四条下る水銀屋町620番,146,,,,,500,,,,1H100円，9時〜24時最大500円，24時以降60分毎100円,入庫後30分,無,9:00,23:00,・祇園祭りやビル設備点検の際に不定期で閉鎖をすることがあります・23時〜9時までシャッターを閉鎖します,135.75937,35.003312
エコステーション21京阪三条,民営,地下鉄東西線,三条京阪,0120−923−521,東山区大和大路通三条下る大黒町,,,64,7,,,450,,,【原付】12Ｈまで300円，以降12Ｈ毎150円，【バイク】12Ｈまで400円，以降12Ｈ毎200円,入庫後1時間,無,0:00,0:00,,135.7732997,35.00906441
修学院駅駐輪場,民営,叡山電鉄線,修学院,075−702−8111,左京区山端壱町田町,70,,20,,,100,,,,原付　月極のみ利用可能,,有（原付のみ）,0:00,0:00,,135.7901756,35.05034728
エコステーション21 八条口まちかど駐輪場バイクエリア,民営,近鉄・地下鉄・JR,京都,0120-923-521,下京区東小路高倉町,,,52,6,,,,,,【原付】3時間まで200円，以降2時間毎50円【自動二輪】3時間まで300円，以降2時間毎50円 ,入庫後60分間,無,0:00,0:00,,135.760851,34.984476
阪急松尾駅前24時間駐輪場,民営,阪急線,松尾,0798−69−3720,西京区嵐山宮ノ前町46番地の4,72,,,,,,,,,12Ｈ毎100円，以後8Ｈ毎50円,,無,0:00,0:00,,135.6879775,35.00030378
エコステーション21京阪四条,民営,京阪線,祇園四条,0120−923−521,東山区中ノ町,118,,53,,,200,300,,,,入庫後1時間,無,0:00,0:00,,135.7726126,35.00400182
フルーツ自転車パーク四条河原町,民営,阪急線,河原町,0120−162−088,中京区新京極通四条上る中之町576番地,60,,,,,300,,,,8Ｈまで150円，8Ｈ以降24Ｈまで300円,,無,0:00,0:00,,135.7683803,35.00470336
梅小路公園大宮入口広場　南バイク駐車場,民営,近鉄・地下鉄・JR,京都,075−321−7776,下京区観喜寺町５６-３,,28,,,,,,,,【バイク】2H100円,入庫後1時間,無,0:00,0:00,,135.7490316,34.9867982
円山駐車場,公営,京阪線,祇園四条,075-541-6371,東山区祇園町北側,,10,,,,,,,,【バイク】30分100円,,無,0:00,0:00,12月31日は0:00〜21:00，1月1日は7:00〜24:00,135.7779409,35.0045649
